
State,District,Market,Commodity Group,Commodity,Month,Arrival Quantity 21-01-2021 to 21-04-2026,Arrival Unit,Modal Price 21-01-2021 to 21-04-2026,Price Unit,,,,,,,,,
,,,Fibre Crops,Jute,Jun-23,"6,476.40",Metric Tonnes,"5,202.23",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Jul-23,"6,138.31",Metric Tonnes,"5,274.48",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Aug-23,"8,341.76",Metric Tonnes,"5,212.79",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Sep-23,"9,682.75",Metric Tonnes,"5,047.63",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Oct-23,"8,554.75",Metric Tonnes,"4,965.25",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Nov-23,"5,985.80",Metric Tonnes,"4,949.61",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Dec-23,"5,066.60",Metric Tonnes,"4,970.60",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Jan-24,"6,212.03",Metric Tonnes,"4,979.79",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Feb-24,"5,552.74",Metric Tonnes,"4,993.96",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Mar-24,"4,697.13",Metric Tonnes,"4,970.18",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Apr-24,"4,334.46",Metric Tonnes,"4,990.57",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,May-24,"6,319.21",Metric Tonnes,"5,131.21",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Jun-24,"5,572.20",Metric Tonnes,"5,211.39",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Jul-24,"5,620.88",Metric Tonnes,"5,196.85",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Aug-24,"6,102.20",Metric Tonnes,"5,029.17",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Sep-24,"9,617.61",Metric Tonnes,"5,035.06",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Oct-24,"11,169.90",Metric Tonnes,"5,206.68",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Nov-24,"10,598.15",Metric Tonnes,"5,391.12",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Dec-24,"12,214.40",Metric Tonnes,"5,390.96",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Jan-25,"10,787.67",Metric Tonnes,"5,465.95",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Feb-25,"7,847.65",Metric Tonnes,"5,568.23",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Mar-25,"7,759.29",Metric Tonnes,"5,508.42",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Apr-25,"6,181.80",Metric Tonnes,"5,651.35",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,May-25,"6,224.83",Metric Tonnes,"5,885.59",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Jun-25,"4,579.43",Metric Tonnes,"6,532.30",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Jul-25,"4,995.25",Metric Tonnes,"6,849.22",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Aug-25,"8,969.69",Metric Tonnes,"7,156.58",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Sep-25,"9,161.76",Metric Tonnes,"7,948.00",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Oct-25,"8,620.45",Metric Tonnes,"8,248.45",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Nov-25,"6,679.42",Metric Tonnes,"8,409.38",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Dec-25,"6,815.47",Metric Tonnes,"8,670.50",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Jan-26,"5,625.12",Metric Tonnes,"9,580.86",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Feb-26,"3,714.59",Metric Tonnes,"10,387.33",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Mar-26,"1,977.56",Metric Tonnes,"10,645.60",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Jute,Apr-26,617.25,Metric Tonnes,"10,612.24",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Jan-21,4,Metric Tonnes,"9,083.00",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Feb-21,10,Metric Tonnes,"5,686.00",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Mar-21,18,Metric Tonnes,"7,209.17",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Apr-21,18,Metric Tonnes,"11,235.06",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,May-21,27,Metric Tonnes,"8,913.04",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Jun-21,35,Metric Tonnes,"9,858.86",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Jul-21,90,Metric Tonnes,"9,637.13",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Aug-21,37,Metric Tonnes,"12,466.59",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Dec-21,3,Metric Tonnes,"17,425.00",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Apr-22,33,Metric Tonnes,"16,936.85",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,May-22,3,Metric Tonnes,"25,400.00",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Jun-22,19,Metric Tonnes,"24,921.05",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Sep-22,2,Metric Tonnes,"17,500.00",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Dec-22,1,Metric Tonnes,"15,296.00",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Feb-23,16,Metric Tonnes,"10,555.00",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Mar-23,10,Metric Tonnes,"7,410.00",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,May-23,1,Metric Tonnes,"14,309.00",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Jul-23,1,Metric Tonnes,"13,958.00",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Aug-23,1,Metric Tonnes,"14,559.00",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Sep-23,1,Metric Tonnes,"13,750.00",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Dec-23,3,Metric Tonnes,"13,685.00",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Jan-24,1,Metric Tonnes,"13,792.00",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Apr-24,5,Metric Tonnes,"14,250.00",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,May-24,76,Metric Tonnes,"14,900.66",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Jul-24,65,Metric Tonnes,"14,089.71",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Aug-24,26,Metric Tonnes,"13,419.23",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Sep-24,2,Metric Tonnes,"15,292.00",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Oct-24,630,Metric Tonnes,"13,832.44",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Nov-24,"2,060.00",Metric Tonnes,"13,675.09",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Dec-24,"1,256.00",Metric Tonnes,"13,594.68",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Jan-25,404,Metric Tonnes,"12,355.84",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Feb-25,179.1,Metric Tonnes,"12,169.73",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Mar-25,19,Metric Tonnes,"9,798.32",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,May-25,173,Metric Tonnes,"13,212.14",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Jun-25,10,Metric Tonnes,"13,700.00",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Jul-25,10,Metric Tonnes,"12,800.00",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Sep-25,11.28,Metric Tonnes,"12,972.39",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Oct-25,11.9,Metric Tonnes,"13,899.08",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Nov-25,46.4,Metric Tonnes,"12,000.00",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Dec-25,54.5,Metric Tonnes,"10,019.06",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Jan-26,79.5,Metric Tonnes,"12,620.66",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Feb-26,158.5,Metric Tonnes,"13,768.99",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Mar-26,125.4,Metric Tonnes,"12,231.19",Rs./Quintal,,,,,,,,,
,,,Fibre Crops,Lint,Apr-26,139,Metric Tonnes,"12,956.20",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Feb-21,1.1,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Jan-22,11,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Feb-22,11,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Mar-22,11.4,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Apr-22,9.8,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Sep-22,10.5,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Oct-22,10.5,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Nov-22,11.3,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Dec-22,11.4,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Jan-23,9.2,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Feb-23,10.4,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Mar-23,8.4,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Apr-23,8.1,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,May-23,0.9,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Jul-23,3.8,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Aug-23,8.8,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Sep-23,4.4,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Oct-23,12.7,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Nov-23,11.8,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Dec-23,10,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Feb-24,11.6,Metric Tonnes,"3,801.72",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Mar-24,8.2,Metric Tonnes,"4,609.76",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Apr-24,8.1,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,May-24,8.2,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Jun-24,6.3,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Jul-24,7.3,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Aug-24,6.1,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Sep-24,5.3,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Oct-24,7.7,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Nov-24,4.2,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Dec-24,9.1,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Jan-25,8.6,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Feb-25,7,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Mar-25,7.8,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Apr-25,7.7,Metric Tonnes,"4,577.92",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,May-25,6,Metric Tonnes,"5,500.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Jun-25,3.3,Metric Tonnes,"5,500.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Jul-25,9.5,Metric Tonnes,"5,500.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Aug-25,17.4,Metric Tonnes,"4,775.86",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Sep-25,7.7,Metric Tonnes,"5,100.65",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Oct-25,7.7,Metric Tonnes,"5,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Nov-25,"5,507.10",Metric Tonnes,"5,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Dec-25,4.4,Metric Tonnes,"5,613.64",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Jan-26,8.2,Metric Tonnes,"5,603.66",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Feb-26,2.9,Metric Tonnes,"5,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Mar-26,7.6,Metric Tonnes,"5,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Fruits,Banana,Apr-26,4.2,Metric Tonnes,"5,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Feb-21,2.6,Metric Tonnes,"4,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Jan-22,15.2,Metric Tonnes,"3,532.89",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Feb-22,15.4,Metric Tonnes,"3,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Mar-22,15.7,Metric Tonnes,"3,657.64",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Apr-22,14.3,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Sep-22,15.3,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Oct-22,13.5,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Nov-22,15.4,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Dec-22,15.2,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Jan-23,12.1,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Feb-23,12,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Mar-23,11.5,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Apr-23,12,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,May-23,1.3,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Jul-23,5.3,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Aug-23,11.5,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Sep-23,7.6,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Oct-23,13.7,Metric Tonnes,"4,129.56",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Nov-23,11.1,Metric Tonnes,"4,515.77",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Dec-23,9.4,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Feb-24,11.3,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Mar-24,8.6,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Apr-24,8.3,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,May-24,8.5,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Jun-24,7,Metric Tonnes,"4,267.86",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Jul-24,10.4,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Aug-24,10.1,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Sep-24,8,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Oct-24,10.1,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Nov-24,4.2,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Dec-24,9.9,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Jan-25,9.5,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Feb-25,10.1,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Mar-25,9.7,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Apr-25,9.6,Metric Tonnes,"4,359.38",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,May-25,9.5,Metric Tonnes,"4,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Jun-25,3.8,Metric Tonnes,"4,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Jul-25,10.6,Metric Tonnes,"4,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Aug-25,10.1,Metric Tonnes,"4,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Sep-25,8.9,Metric Tonnes,"4,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Oct-25,15.7,Metric Tonnes,"4,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Nov-25,7.8,Metric Tonnes,"4,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Dec-25,9.9,Metric Tonnes,"4,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Jan-26,9.9,Metric Tonnes,"4,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Feb-26,9.9,Metric Tonnes,"4,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Mar-26,8.5,Metric Tonnes,"4,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Fruits,Banana,Apr-26,3.1,Metric Tonnes,"4,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Feb-21,9.5,Metric Tonnes,"4,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Jan-22,92,Metric Tonnes,"3,476.09",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Feb-22,70.4,Metric Tonnes,"3,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Mar-22,73.6,Metric Tonnes,"3,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Apr-22,69.8,Metric Tonnes,"3,723.50",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Sep-22,89.4,Metric Tonnes,"4,483.78",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Oct-22,78.9,Metric Tonnes,"4,379.91",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Nov-22,146,Metric Tonnes,"3,538.01",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Dec-22,152.2,Metric Tonnes,"3,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Jan-23,112.3,Metric Tonnes,"3,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Feb-23,97.3,Metric Tonnes,"3,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Mar-23,94.8,Metric Tonnes,"3,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Apr-23,95.4,Metric Tonnes,"3,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,May-23,9.9,Metric Tonnes,"3,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Jul-23,30,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Aug-23,67.2,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Sep-23,51.1,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Oct-23,76.7,Metric Tonnes,"3,795.63",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Nov-23,58.3,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Dec-23,51.5,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Feb-24,61.5,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Mar-24,52.3,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Apr-24,25.8,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,May-24,61.5,Metric Tonnes,"4,210.98",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Jun-24,65.7,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Jul-24,80.5,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Aug-24,89.3,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Fruits,Banana,Sep-24,68.7,Metric Tonnes,"4,438.50",Rs./Quintal,,,,,,,,,
