
State,District,Market,Commodity Group,Commodity,Month,Arrival Quantity 21-01-2021 to 21-04-2026,Arrival Unit,Modal Price 21-01-2021 to 21-04-2026,Price Unit,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,February-2021,3.00,Metric Tonnes,"4,400.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,January-2022,33.90,Metric Tonnes,"3,400.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,February-2022,36.90,Metric Tonnes,"3,400.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,March-2022,40.70,Metric Tonnes,"3,345.95",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,April-2022,37.50,Metric Tonnes,"3,400.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,September-2022,37.60,Metric Tonnes,"3,400.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,October-2022,35.70,Metric Tonnes,"3,400.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,November-2022,40.60,Metric Tonnes,"3,046.55",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,December-2022,42.50,Metric Tonnes,"2,900.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,January-2023,35.70,Metric Tonnes,"3,100.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,February-2023,38.70,Metric Tonnes,"3,100.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,March-2023,33.70,Metric Tonnes,"3,244.21",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,April-2023,35.00,Metric Tonnes,"3,400.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,May-2023,3.80,Metric Tonnes,"3,700.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,July-2023,12.50,Metric Tonnes,"4,400.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,August-2023,26.30,Metric Tonnes,"4,405.32",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,September-2023,14.20,Metric Tonnes,"4,560.56",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,October-2023,28.70,Metric Tonnes,"4,870.73",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,November-2023,25.90,Metric Tonnes,"4,900.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,December-2023,23.40,Metric Tonnes,"5,051.28",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,February-2024,32.10,Metric Tonnes,"5,100.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,March-2024,21.60,Metric Tonnes,"5,100.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,April-2024,25.70,Metric Tonnes,"5,100.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,May-2024,24.70,Metric Tonnes,"5,244.94",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,June-2024,21.90,Metric Tonnes,"5,300.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,July-2024,22.60,Metric Tonnes,"5,300.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,August-2024,24.40,Metric Tonnes,"5,300.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,September-2024,16.70,Metric Tonnes,"5,341.92",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,October-2024,21.80,Metric Tonnes,"5,400.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,November-2024,12.20,Metric Tonnes,"5,400.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,December-2024,29.80,Metric Tonnes,"5,060.07",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,January-2025,32.00,Metric Tonnes,"5,200.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,February-2025,28.80,Metric Tonnes,"5,200.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,March-2025,28.60,Metric Tonnes,"5,200.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,April-2025,30.80,Metric Tonnes,"5,200.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,May-2025,27.80,Metric Tonnes,"5,200.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,June-2025,13.40,Metric Tonnes,"5,341.79",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,July-2025,30.70,Metric Tonnes,"5,400.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,August-2025,28.60,Metric Tonnes,"5,400.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,September-2025,23.40,Metric Tonnes,"5,400.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,October-2025,25.40,Metric Tonnes,"5,400.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,November-2025,28.60,Metric Tonnes,"5,235.66",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,December-2025,19.40,Metric Tonnes,"5,191.75",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,January-2026,23.00,Metric Tonnes,"5,100.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,February-2026,8.80,Metric Tonnes,"5,100.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,March-2026,19.50,Metric Tonnes,"5,100.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Cereals,Rice,April-2026,8.90,Metric Tonnes,"5,100.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,February-2021,4.50,Metric Tonnes,"4,500.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,January-2022,36.80,Metric Tonnes,"3,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,February-2022,38.10,Metric Tonnes,"3,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,March-2022,49.80,Metric Tonnes,"3,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,April-2022,41.00,Metric Tonnes,"3,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,September-2022,37.70,Metric Tonnes,"3,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,October-2022,35.60,Metric Tonnes,"3,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,November-2022,45.50,Metric Tonnes,"3,031.87",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,December-2022,52.10,Metric Tonnes,"2,994.05",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,January-2023,36.60,Metric Tonnes,"3,100.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,February-2023,41.10,Metric Tonnes,"3,100.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,March-2023,37.10,Metric Tonnes,"3,247.17",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,April-2023,36.00,Metric Tonnes,"3,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,May-2023,4.00,Metric Tonnes,"3,700.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,July-2023,15.70,Metric Tonnes,"4,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,August-2023,32.40,Metric Tonnes,"4,420.99",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,September-2023,21.20,Metric Tonnes,"4,567.92",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,October-2023,32.50,Metric Tonnes,"4,868.62",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,November-2023,29.30,Metric Tonnes,"4,925.26",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,December-2023,30.60,Metric Tonnes,"5,100.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,February-2024,40.00,Metric Tonnes,"5,100.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,March-2024,30.00,Metric Tonnes,"5,100.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,April-2024,31.40,Metric Tonnes,"5,100.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,May-2024,29.60,Metric Tonnes,"5,300.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,June-2024,23.90,Metric Tonnes,"5,300.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,July-2024,28.00,Metric Tonnes,"5,300.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,August-2024,29.80,Metric Tonnes,"5,300.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,September-2024,21.60,Metric Tonnes,"5,385.19",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,October-2024,27.20,Metric Tonnes,"5,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,November-2024,12.00,Metric Tonnes,"5,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,December-2024,29.70,Metric Tonnes,"4,988.89",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,January-2025,31.20,Metric Tonnes,"5,200.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,February-2025,31.00,Metric Tonnes,"5,200.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,March-2025,29.80,Metric Tonnes,"5,200.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,April-2025,28.90,Metric Tonnes,"5,288.24",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,May-2025,28.70,Metric Tonnes,"5,300.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,June-2025,11.50,Metric Tonnes,"5,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,July-2025,33.70,Metric Tonnes,"5,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,August-2025,31.30,Metric Tonnes,"5,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,September-2025,24.00,Metric Tonnes,"5,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,October-2025,25.40,Metric Tonnes,"5,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,November-2025,22.80,Metric Tonnes,"5,242.11",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,December-2025,33.10,Metric Tonnes,"5,194.26",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,January-2026,34.20,Metric Tonnes,"5,100.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,February-2026,35.40,Metric Tonnes,"5,100.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,March-2026,28.80,Metric Tonnes,"5,100.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Cereals,Rice,April-2026,10.00,Metric Tonnes,"5,100.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,February-2021,14.10,Metric Tonnes,"4,500.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,January-2022,91.40,Metric Tonnes,"3,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,February-2022,92.20,Metric Tonnes,"3,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,March-2022,90.30,Metric Tonnes,"3,436.32",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,April-2022,79.60,Metric Tonnes,"3,500.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,September-2022,76.20,Metric Tonnes,"3,500.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,October-2022,65.20,Metric Tonnes,"3,500.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,November-2022,88.40,Metric Tonnes,"3,109.50",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,December-2022,89.70,Metric Tonnes,"3,232.89",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,January-2023,81.70,Metric Tonnes,"3,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,February-2023,86.00,Metric Tonnes,"3,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,March-2023,80.90,Metric Tonnes,"3,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,April-2023,76.40,Metric Tonnes,"3,516.62",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,May-2023,8.20,Metric Tonnes,"3,700.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,July-2023,18.40,Metric Tonnes,"4,500.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,August-2023,39.00,Metric Tonnes,"4,574.36",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,September-2023,27.70,Metric Tonnes,"4,744.04",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,October-2023,28.70,Metric Tonnes,"4,900.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,November-2023,32.20,Metric Tonnes,"5,032.30",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,December-2023,41.30,Metric Tonnes,"5,100.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,February-2024,47.50,Metric Tonnes,"5,100.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,March-2024,37.60,Metric Tonnes,"5,100.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,April-2024,36.70,Metric Tonnes,"5,112.53",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,May-2024,33.20,Metric Tonnes,"5,300.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,June-2024,26.80,Metric Tonnes,"5,300.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,July-2024,34.40,Metric Tonnes,"5,300.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,August-2024,36.00,Metric Tonnes,"5,300.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,September-2024,26.00,Metric Tonnes,"5,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,October-2024,36.00,Metric Tonnes,"5,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,November-2024,16.00,Metric Tonnes,"5,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,December-2024,41.20,Metric Tonnes,"5,220.39",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,January-2025,51.20,Metric Tonnes,"5,200.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,February-2025,54.00,Metric Tonnes,"5,200.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,March-2025,51.00,Metric Tonnes,"5,205.88",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,April-2025,42.70,Metric Tonnes,"5,300.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,May-2025,31.60,Metric Tonnes,"5,300.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,June-2025,13.60,Metric Tonnes,"5,336.03",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,July-2025,24.00,Metric Tonnes,"5,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,August-2025,23.40,Metric Tonnes,"5,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,September-2025,22.40,Metric Tonnes,"5,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,October-2025,22.30,Metric Tonnes,"5,400.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,November-2025,31.20,Metric Tonnes,"5,308.97",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,December-2025,32.40,Metric Tonnes,"5,300.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,January-2026,4.70,Metric Tonnes,"5,100.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,February-2026,3.00,Metric Tonnes,"5,100.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,March-2026,16.00,Metric Tonnes,"5,100.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Cereals,Rice,April-2026,12.40,Metric Tonnes,"5,100.00",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Cereals,Rice,July-2024,1.27,Metric Tonnes,"5,077.95",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Cereals,Rice,August-2024,2.82,Metric Tonnes,"5,300.00",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Cereals,Rice,September-2024,2.29,Metric Tonnes,"5,400.00",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Cereals,Rice,October-2024,2.06,Metric Tonnes,"5,400.00",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Cereals,Rice,November-2024,0.93,Metric Tonnes,"5,324.73",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Cereals,Rice,December-2024,3.23,Metric Tonnes,"5,076.47",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Cereals,Rice,January-2025,3.37,Metric Tonnes,"5,200.00",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Cereals,Rice,February-2025,2.50,Metric Tonnes,"5,200.00",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Cereals,Rice,March-2025,2.94,Metric Tonnes,"5,200.00",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Cereals,Rice,April-2025,2.44,Metric Tonnes,"5,300.00",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Cereals,Rice,May-2025,2.31,Metric Tonnes,"5,206.93",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Cereals,Rice,June-2025,0.87,Metric Tonnes,"5,200.00",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Cereals,Rice,July-2025,1.80,Metric Tonnes,"5,303.89",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Cereals,Rice,August-2025,3.17,Metric Tonnes,"5,399.05",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Cereals,Rice,September-2025,3.16,Metric Tonnes,"5,500.00",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Cereals,Rice,October-2025,1.86,Metric Tonnes,"5,500.00",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Cereals,Rice,November-2025,13.76,Metric Tonnes,"5,211.48",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Cereals,Rice,December-2025,16.13,Metric Tonnes,"5,192.75",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Cereals,Rice,January-2026,17.40,Metric Tonnes,"4,900.00",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Cereals,Rice,February-2026,11.50,Metric Tonnes,"4,759.78",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Cereals,Rice,March-2026,19.00,Metric Tonnes,"5,000.00",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Cereals,Rice,April-2026,4.30,Metric Tonnes,"5,000.00",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,February-2021,5.30,Metric Tonnes,"4,400.00",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,January-2022,36.30,Metric Tonnes,"3,368.60",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,February-2022,34.70,Metric Tonnes,"3,400.00",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,March-2022,37.40,Metric Tonnes,"3,400.00",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,April-2022,36.70,Metric Tonnes,"3,400.00",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,September-2022,32.10,Metric Tonnes,"3,400.00",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,October-2022,33.90,Metric Tonnes,"3,400.00",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,November-2022,42.70,Metric Tonnes,"3,040.52",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,December-2022,45.70,Metric Tonnes,"2,900.00",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,January-2023,39.70,Metric Tonnes,"3,100.00",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,February-2023,37.10,Metric Tonnes,"3,100.00",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,March-2023,35.20,Metric Tonnes,"3,261.93",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,April-2023,36.80,Metric Tonnes,"3,400.00",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,May-2023,4.00,Metric Tonnes,"3,700.00",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,July-2023,12.00,Metric Tonnes,"4,149.17",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,August-2023,27.70,Metric Tonnes,"4,421.66",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,September-2023,18.70,Metric Tonnes,"4,569.52",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,October-2023,31.80,Metric Tonnes,"4,858.49",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,November-2023,27.90,Metric Tonnes,"4,948.75",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,December-2023,27.70,Metric Tonnes,"4,900.00",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,February-2024,35.30,Metric Tonnes,"4,980.45",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,March-2024,25.60,Metric Tonnes,"5,100.00",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,April-2024,25.50,Metric Tonnes,"5,100.00",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,May-2024,24.20,Metric Tonnes,"5,300.00",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,June-2024,20.10,Metric Tonnes,"5,300.00",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Cereals,Rice,July-2024,19.90,Metric Tonnes,"5,300.00",Rs./Quintal,,,,,,,,,
